date,location,lat,lon,rainfall_mm,humidity_pct,solar_radiation_wm2,temp_c,temp_max_c,temp_min_c,wind_speed_10m_mps,cloud_cover_pct
2023-09-04,pit_entrance,-0.456,117.11,0.01,85.58,21.97,26.41,30.88,22.38,0.69,48.17
2023-09-05,pit_entrance,-0.456,117.11,0.34,85.78,19.78,27.16,31.31,23.93,0.66,70.97
2023-09-06,pit_entrance,-0.456,117.11,32.07,90.39,18.97,26.89,30.48,24.26,0.73,81.62
2023-09-07,pit_entrance,-0.456,117.11,18.33,91.18,16.9,26.37,29.5,24.1,0.71,92.27
2023-09-08,pit_entrance,-0.456,117.11,0.45,88.51,20.66,26.25,30.04,23.38,0.79,76.3
2023-09-09,pit_entrance,-0.456,117.11,0.04,86.82,17.08,26.22,29.73,23.4,0.73,94.33
2023-09-10,pit_entrance,-0.456,117.11,0.28,88.36,18.32,26.46,30.55,23.29,0.71,79.65
2023-09-11,pit_entrance,-0.456,117.11,20.29,91.32,12.4,26.2,29.43,23.86,0.72,79.56
2023-09-12,pit_entrance,-0.456,117.11,14.41,94.17,13.12,25.35,27.94,23.64,0.62,98.55
2023-09-13,pit_entrance,-0.456,117.11,0.94,88.23,21.51,25.96,30.22,22.67,0.76,76.26
2023-09-14,pit_entrance,-0.456,117.11,0.37,88.59,17.08,26.19,30.22,22.89,0.67,81.92
2023-09-15,pit_entrance,-0.456,117.11,0.34,88.23,20.98,26.53,30.29,23.47,0.72,70.33
2023-09-16,pit_entrance,-0.456,117.11,0.12,87.38,19.59,27.05,30.59,23.81,0.44,76.67
2023-09-17,pit_entrance,-0.456,117.11,15.86,91.83,17.78,26.59,29.27,24.63,0.53,73.87
2023-09-18,pit_entrance,-0.456,117.11,9.36,91.49,16.58,26.63,29.99,24.08,0.68,85.05
2023-09-19,pit_entrance,-0.456,117.11,4.15,92.89,12.86,25.67,27.95,23.63,0.84,83.8
2023-09-20,pit_entrance,-0.456,117.11,0.61,89.77,17.42,26.02,29.35,23.38,0.87,68.48
2023-09-21,pit_entrance,-0.456,117.11,0.33,86.79,23.44,26.62,30.59,24.1,1.0,57.1
2023-09-22,pit_entrance,-0.456,117.11,0.3,85.69,21.79,26.31,30.62,22.95,0.94,64.81
2023-09-23,pit_entrance,-0.456,117.11,0.91,88.22,19.66,26.31,30.36,22.83,0.69,87.43
2023-09-24,pit_entrance,-0.456,117.11,0.76,87.34,23.35,26.72,31.1,23.3,0.85,34.84
2023-09-25,pit_entrance,-0.456,117.11,0.0,86.75,22.95,26.46,30.97,22.62,0.91,23.31
2023-09-26,pit_entrance,-0.456,117.11,0.39,86.38,23.87,26.27,30.95,22.7,0.83,18.14
2023-09-27,pit_entrance,-0.456,117.11,0.05,85.95,22.81,26.25,31.08,21.96,0.83,52.57
2023-09-28,pit_entrance,-0.456,117.11,0.37,85.56,23.55,26.49,30.84,22.14,0.69,44.82
2023-09-29,pit_entrance,-0.456,117.11,0.95,86.01,21.81,27.07,31.36,23.5,0.69,60.81
2023-09-30,pit_entrance,-0.456,117.11,0.38,87.35,18.59,26.89,30.78,23.77,0.86,82.59
2023-10-01,pit_entrance,-0.456,117.11,0.01,86.84,18.8,26.69,30.46,24.23,0.92,87.18
2023-10-02,pit_entrance,-0.456,117.11,0.0,86.06,20.14,27.12,31.47,23.5,0.74,85.65
2023-10-03,pit_entrance,-0.456,117.11,0.05,87.98,20.65,27.11,30.99,23.89,0.67,72.86
2023-10-04,pit_entrance,-0.456,117.11,0.03,86.27,22.87,27.26,31.46,24.02,0.62,40.63
2023-10-05,pit_entrance,-0.456,117.11,0.05,85.63,21.94,27.16,31.49,23.64,0.71,40.9
2023-10-06,pit_entrance,-0.456,117.11,16.14,88.03,18.19,27.06,30.8,23.82,0.65,48.35
2023-10-07,pit_entrance,-0.456,117.11,13.38,89.05,20.95,26.86,30.85,24.53,0.6,48.92
2023-10-08,pit_entrance,-0.456,117.11,7.44,87.97,21.76,26.75,30.56,24.01,0.56,56.04
2023-10-09,pit_entrance,-0.456,117.11,1.25,86.84,21.68,27.34,31.72,23.69,0.68,48.64
2023-10-10,pit_entrance,-0.456,117.11,0.07,88.67,17.55,26.82,29.84,24.31,0.93,70.44
2023-10-11,pit_entrance,-0.456,117.11,0.03,89.14,21.23,26.38,29.49,23.25,0.82,69.97
2023-10-12,pit_entrance,-0.456,117.11,11.16,88.02,18.34,26.9,30.89,22.75,0.66,80.68
2023-10-13,pit_entrance,-0.456,117.11,8.45,90.63,21.25,26.59,30.74,23.68,0.75,59.7
2023-10-14,pit_entrance,-0.456,117.11,5.24,90.87,17.49,26.58,29.86,23.69,0.67,92.58
2023-10-15,pit_entrance,-0.456,117.11,4.19,89.11,21.08,26.91,30.42,23.98,0.64,75.35
2023-10-16,pit_entrance,-0.456,117.11,2.71,88.95,20.33,26.74,29.77,24.05,0.51,60.24
2023-10-17,pit_entrance,-0.456,117.11,7.17,91.65,20.64,26.47,29.83,24.11,0.75,82.12
2023-10-18,pit_entrance,-0.456,117.11,13.55,93.77,15.86,26.08,28.67,24.24,0.78,93.8
2023-10-19,pit_entrance,-0.456,117.11,9.21,92.09,19.79,26.27,29.35,23.64,0.67,86.54
2023-10-20,pit_entrance,-0.456,117.11,3.76,90.87,11.29,26.61,30.09,23.58,0.69,80.18
2023-10-21,pit_entrance,-0.456,117.11,0.95,90.05,22.35,26.44,28.95,24.37,0.57,72.99
2023-10-22,pit_entrance,-0.456,117.11,10.85,88.38,19.88,26.75,29.64,23.64,0.48,73.32
2023-10-23,pit_entrance,-0.456,117.11,3.31,87.88,17.27,26.78,29.63,24.67,0.5,85.7
2023-10-24,pit_entrance,-0.456,117.11,8.83,89.77,15.3,26.73,29.77,23.72,0.62,91.06
2023-10-25,pit_entrance,-0.456,117.11,1.73,90.92,22.97,26.35,29.85,23.92,0.63,53.2
2023-10-26,pit_entrance,-0.456,117.11,0.44,88.84,19.56,26.63,30.17,23.21,0.55,61.76
2023-10-27,pit_entrance,-0.456,117.11,0.13,86.15,22.65,27.09,30.66,24.55,0.6,36.78
2023-10-28,pit_entrance,-0.456,117.11,0.01,83.96,23.3,27.0,31.38,23.13,0.79,19.43
2023-10-29,pit_entrance,-0.456,117.11,0.57,84.07,21.09,27.33,31.55,23.79,0.78,62.9
2023-10-30,pit_entrance,-0.456,117.11,3.87,82.82,21.03,27.61,31.41,23.75,0.62,32.46
2023-10-31,pit_entrance,-0.456,117.11,1.84,84.14,21.95,27.76,31.81,24.11,0.82,30.27
2023-11-01,pit_entrance,-0.456,117.11,12.29,83.92,20.79,27.51,31.15,24.29,0.76,58.07
2023-11-02,pit_entrance,-0.456,117.11,11.86,89.7,12.98,26.57,28.75,24.9,0.63,98.0
2023-11-03,pit_entrance,-0.456,117.11,7.61,84.89,17.46,26.86,30.34,23.64,0.63,91.68
2023-11-04,pit_entrance,-0.456,117.11,15.72,89.67,12.16,25.87,28.43,23.66,0.46,78.38
2023-11-05,pit_entrance,-0.456,117.11,2.18,85.23,24.76,27.17,31.25,23.86,0.75,39.28
2023-11-06,pit_entrance,-0.456,117.11,3.63,87.79,20.14,27.25,30.43,24.71,0.61,77.37
2023-11-07,pit_entrance,-0.456,117.11,6.98,90.77,18.9,26.92,29.9,24.61,0.56,87.11
2023-11-08,pit_entrance,-0.456,117.11,3.87,90.67,20.58,26.89,29.83,24.32,0.73,76.85
2023-11-09,pit_entrance,-0.456,117.11,0.37,91.95,8.35,26.67,28.78,24.66,0.63,97.25
2023-11-10,pit_entrance,-0.456,117.11,0.13,87.23,23.98,27.21,30.71,24.3,0.7,37.83
2023-11-11,pit_entrance,-0.456,117.11,13.91,92.89,16.78,26.28,28.8,24.01,0.72,74.55
2023-11-12,pit_entrance,-0.456,117.11,2.92,91.79,21.19,26.26,29.07,23.94,0.63,79.23
2023-11-13,pit_entrance,-0.456,117.11,1.51,90.94,14.0,26.24,28.54,24.3,0.64,92.87
2023-11-14,pit_entrance,-0.456,117.11,0.36,90.08,18.76,26.89,30.4,24.49,0.49,77.17
2023-11-15,pit_entrance,-0.456,117.11,21.99,88.81,21.66,27.08,31.02,23.66,0.67,55.6
2023-11-16,pit_entrance,-0.456,117.11,13.84,91.06,16.39,26.7,29.39,24.09,0.64,92.4
2023-11-17,pit_entrance,-0.456,117.11,7.13,89.45,19.79,27.11,30.1,24.45,0.5,73.23
2023-11-18,pit_entrance,-0.456,117.11,5.05,91.19,11.92,27.08,30.24,24.65,0.52,91.39
2023-11-19,pit_entrance,-0.456,117.11,4.23,92.91,15.55,26.63,28.73,24.5,0.7,83.47
2023-11-20,pit_entrance,-0.456,117.11,3.21,93.09,18.46,26.54,29.43,23.55,0.84,75.36
2023-11-21,pit_entrance,-0.456,117.11,5.56,93.19,12.21,26.71,29.33,24.47,0.72,91.05
2023-11-22,pit_entrance,-0.456,117.11,1.17,88.92,22.13,27.21,30.75,24.16,0.7,68.8
2023-11-23,pit_entrance,-0.456,117.11,1.5,88.93,17.87,27.39,30.32,24.59,0.68,74.16
2023-11-24,pit_entrance,-0.456,117.11,2.23,90.96,9.25,26.16,28.96,24.29,0.74,98.78
2023-11-25,pit_entrance,-0.456,117.11,35.25,88.17,20.21,26.61,30.32,23.02,0.72,77.67
2023-11-26,pit_entrance,-0.456,117.11,38.2,92.79,10.12,26.31,29.76,24.01,0.62,94.41
2023-11-27,pit_entrance,-0.456,117.11,4.5,91.0,8.47,26.21,28.72,24.03,0.49,97.0
2023-11-28,pit_entrance,-0.456,117.11,2.49,88.6,17.36,27.13,30.8,24.43,0.47,74.31
2023-11-29,pit_entrance,-0.456,117.11,1.73,91.72,18.66,26.43,29.35,24.28,0.64,87.78
2023-11-30,pit_entrance,-0.456,117.11,0.42,91.15,20.99,26.2,28.61,23.82,0.64,81.49
2023-12-01,pit_entrance,-0.456,117.11,6.65,89.87,18.11,26.82,29.78,23.74,0.69,89.4
2023-12-02,pit_entrance,-0.456,117.11,4.06,92.78,15.74,26.17,28.62,24.35,0.6,96.53
2023-12-03,pit_entrance,-0.456,117.11,1.96,91.59,19.03,26.32,29.48,23.7,0.62,71.41
2023-12-04,pit_entrance,-0.456,117.11,5.88,91.55,16.77,26.22,28.99,24.46,0.54,91.83
2023-12-05,pit_entrance,-0.456,117.11,1.38,91.56,13.43,26.16,29.41,23.42,0.65,89.89
2023-12-06,pit_entrance,-0.456,117.11,11.6,94.7,19.93,26.13,28.11,24.62,0.62,78.51
2023-12-07,pit_entrance,-0.456,117.11,6.83,91.76,20.73,26.6,29.69,23.86,0.77,83.88
2023-12-08,pit_entrance,-0.456,117.11,2.52,91.77,18.73,25.74,27.91,23.89,0.6,89.62
2023-12-09,pit_entrance,-0.456,117.11,0.5,88.87,12.64,26.66,30.2,23.73,0.63,97.42
2023-12-10,pit_entrance,-0.456,117.11,1.02,89.95,19.17,26.95,30.15,24.38,0.69,86.83
2023-12-11,pit_entrance,-0.456,117.11,6.75,94.83,11.65,26.04,27.95,24.35,0.71,99.71
2023-12-12,pit_entrance,-0.456,117.11,4.9,92.73,21.69,26.2,29.14,23.77,0.74,74.22
2023-12-13,pit_entrance,-0.456,117.11,3.59,90.04,16.35,25.95,29.69,23.83,0.81,92.36
2023-12-14,pit_entrance,-0.456,117.11,0.5,88.34,19.66,26.33,30.39,22.75,0.63,97.6
2023-12-15,pit_entrance,-0.456,117.11,0.07,88.39,20.11,27.21,30.81,23.93,0.7,85.57
2023-12-16,pit_entrance,-0.456,117.11,13.92,92.29,17.46,26.76,29.38,24.57,0.59,94.16
2023-12-17,pit_entrance,-0.456,117.11,20.2,94.67,18.98,26.16,28.08,24.45,0.69,94.95
2023-12-18,pit_entrance,-0.456,117.11,9.52,90.27,15.88,26.53,29.79,23.98,0.52,94.67
2023-12-19,pit_entrance,-0.456,117.11,13.26,95.32,14.25,26.07,28.17,24.07,0.69,97.21
2023-12-20,pit_entrance,-0.456,117.11,6.14,92.3,20.26,26.67,30.02,23.99,0.61,65.95
2023-12-21,pit_entrance,-0.456,117.11,6.65,95.11,17.4,26.22,28.65,24.58,0.64,83.53
2023-12-22,pit_entrance,-0.456,117.11,1.85,89.57,16.28,26.84,30.76,23.45,0.53,92.38
2023-12-23,pit_entrance,-0.456,117.11,0.5,89.6,16.95,27.06,30.04,24.4,0.68,95.04
2023-12-24,pit_entrance,-0.456,117.11,0.28,89.46,22.7,26.96,30.63,24.29,0.79,46.67
2023-12-25,pit_entrance,-0.456,117.11,37.24,90.31,22.16,26.77,29.59,24.03,0.56,75.49
2023-12-26,pit_entrance,-0.456,117.11,16.27,92.28,14.23,26.64,29.99,24.11,0.73,94.64
2023-12-27,pit_entrance,-0.456,117.11,6.26,91.96,20.4,26.58,29.76,24.1,0.76,68.66
2023-12-28,pit_entrance,-0.456,117.11,3.99,91.96,21.16,26.5,29.74,23.62,0.86,69.31
2023-12-29,pit_entrance,-0.456,117.11,1.06,90.21,22.05,27.06,30.65,24.17,0.71,63.24
2023-12-30,pit_entrance,-0.456,117.11,0.13,88.46,18.56,27.4,31.1,24.29,0.63,91.22
2023-12-31,pit_entrance,-0.456,117.11,2.95,91.61,18.51,27.15,30.33,24.47,0.71,85.61
2024-01-01,pit_entrance,-0.456,117.11,17.34,93.7,19.6,26.92,29.28,24.83,0.59,82.6
2024-01-02,pit_entrance,-0.456,117.11,20.7,92.63,17.96,26.86,29.33,24.73,0.62,97.4
2024-01-03,pit_entrance,-0.456,117.11,5.2,92.47,18.85,26.66,29.21,24.74,0.81,96.21
2024-01-04,pit_entrance,-0.456,117.11,8.33,89.49,22.13,26.92,30.87,24.03,0.79,65.85
2024-01-05,pit_entrance,-0.456,117.11,17.29,93.85,13.28,25.9,28.11,24.1,0.75,93.32
2024-01-06,pit_entrance,-0.456,117.11,4.88,92.15,16.61,26.05,29.43,23.27,0.75,97.63
2024-01-07,pit_entrance,-0.456,117.11,1.85,89.43,18.35,26.7,29.91,24.05,0.65,92.49
2024-01-08,pit_entrance,-0.456,117.11,3.35,92.46,8.45,26.26,28.16,24.05,0.62,98.91
2024-01-09,pit_entrance,-0.456,117.11,0.84,90.04,17.02,26.28,29.18,24.3,0.71,97.34
2024-01-10,pit_entrance,-0.456,117.11,0.46,88.47,20.58,26.83,30.65,23.39,0.84,86.14
2024-01-11,pit_entrance,-0.456,117.11,7.03,91.69,21.02,26.61,29.61,24.28,0.78,77.13
2024-01-12,pit_entrance,-0.456,117.11,3.84,89.88,20.22,26.89,29.49,24.41,0.59,90.11
2024-01-13,pit_entrance,-0.456,117.11,5.42,91.55,16.65,26.36,28.77,24.75,0.68,98.79
2024-01-14,pit_entrance,-0.456,117.11,3.9,92.39,14.36,26.36,29.57,24.01,0.67,99.62
2024-01-15,pit_entrance,-0.456,117.11,7.18,94.02,17.98,25.84,28.49,23.85,0.71,99.19
2024-01-16,pit_entrance,-0.456,117.11,4.81,94.88,13.68,25.17,27.33,23.72,0.71,99.47
2024-01-17,pit_entrance,-0.456,117.11,0.92,90.59,17.61,25.79,29.11,22.97,0.77,99.38
2024-01-18,pit_entrance,-0.456,117.11,5.13,89.55,19.99,26.82,30.76,23.55,0.83,98.97
2024-01-19,pit_entrance,-0.456,117.11,5.73,92.7,15.32,26.24,28.59,24.67,0.73,98.8
2024-01-20,pit_entrance,-0.456,117.11,3.01,93.84,17.42,25.57,28.21,23.65,0.68,99.52
2024-01-21,pit_entrance,-0.456,117.11,4.17,93.06,17.63,25.75,28.74,23.08,0.76,97.49
2024-01-22,pit_entrance,-0.456,117.11,4.85,92.54,21.66,26.15,29.59,23.77,0.69,77.84
2024-01-23,pit_entrance,-0.456,117.11,21.99,91.16,14.18,26.47,29.43,23.97,0.68,98.38
2024-01-24,pit_entrance,-0.456,117.11,9.88,93.66,12.88,25.26,27.45,23.28,0.79,99.19
2024-01-25,pit_entrance,-0.456,117.11,6.47,92.24,20.39,25.88,29.21,23.19,0.84,92.97
2024-01-26,pit_entrance,-0.456,117.11,1.34,92.72,22.76,26.21,29.18,23.87,0.86,74.23
2024-01-27,pit_entrance,-0.456,117.11,0.01,88.32,20.25,26.75,30.34,23.83,0.81,88.42
2024-01-28,pit_entrance,-0.456,117.11,0.01,86.38,23.13,26.79,30.31,24.2,0.9,76.87
2024-01-29,pit_entrance,-0.456,117.11,0.0,87.91,21.34,26.58,30.49,23.53,0.74,86.93
2024-01-30,pit_entrance,-0.456,117.11,0.01,89.05,23.98,26.34,29.36,23.33,0.77,59.55
2024-01-31,pit_entrance,-0.456,117.11,3.88,89.89,22.48,26.5,29.59,24.14,0.74,64.69
2024-02-01,pit_entrance,-0.456,117.11,2.06,90.89,20.79,26.43,29.05,24.0,0.57,81.76
2024-02-02,pit_entrance,-0.456,117.11,4.77,91.27,14.32,26.33,28.07,24.69,0.43,97.15
2024-02-03,pit_entrance,-0.456,117.11,3.73,91.29,14.86,26.34,29.63,23.92,0.59,97.72
2024-02-04,pit_entrance,-0.456,117.11,11.21,91.92,16.57,26.26,29.1,23.81,0.66,96.16
2024-02-05,pit_entrance,-0.456,117.11,10.97,93.15,20.1,25.83,28.13,23.98,0.65,90.86
2024-02-06,pit_entrance,-0.456,117.11,9.79,91.26,21.0,26.27,28.82,24.31,0.63,94.38
2024-02-07,pit_entrance,-0.456,117.11,6.48,94.27,14.38,25.6,28.12,23.55,0.75,98.07
2024-02-08,pit_entrance,-0.456,117.11,1.43,89.54,21.69,26.48,29.88,24.06,0.57,88.96
2024-02-09,pit_entrance,-0.456,117.11,11.8,92.71,16.19,26.53,29.39,24.08,0.7,86.99
2024-02-10,pit_entrance,-0.456,117.11,9.81,92.95,13.02,26.17,28.67,24.13,0.76,98.87
2024-02-11,pit_entrance,-0.456,117.11,4.22,93.69,13.99,26.2,28.83,23.89,0.72,99.37
2024-02-12,pit_entrance,-0.456,117.11,3.6,93.99,7.35,25.82,27.87,24.39,0.58,99.42
2024-02-13,pit_entrance,-0.456,117.11,1.01,92.37,22.46,25.66,28.64,23.9,0.78,85.31
2024-02-14,pit_entrance,-0.456,117.11,0.1,88.19,24.8,26.57,30.36,23.52,0.89,48.37
2024-02-15,pit_entrance,-0.456,117.11,0.27,89.3,21.87,26.75,30.13,23.88,0.96,73.12
2024-02-16,pit_entrance,-0.456,117.11,0.02,86.63,24.6,26.61,29.93,23.54,0.95,43.14
2024-02-17,pit_entrance,-0.456,117.11,0.0,85.96,24.72,26.41,29.85,22.74,0.95,50.04
2024-02-18,pit_entrance,-0.456,117.11,0.0,86.3,25.75,26.68,30.39,23.78,0.85,44.55
2024-02-19,pit_entrance,-0.456,117.11,0.0,87.77,25.62,26.79,31.11,22.86,0.87,24.22
2024-02-20,pit_entrance,-0.456,117.11,0.13,87.53,24.43,27.25,31.06,23.86,0.89,28.88
2024-02-21,pit_entrance,-0.456,117.11,0.03,87.88,25.1,27.31,30.98,24.06,0.99,50.2
2024-02-22,pit_entrance,-0.456,117.11,0.2,86.91,24.83,27.06,30.92,23.69,0.81,52.18
2024-02-23,pit_entrance,-0.456,117.11,0.24,87.32,22.89,27.05,30.83,23.66,0.82,69.56
2024-02-24,pit_entrance,-0.456,117.11,2.86,89.28,24.29,27.13,30.39,24.19,0.78,61.78
2024-02-25,pit_entrance,-0.456,117.11,7.18,89.82,23.27,27.0,29.78,24.76,0.8,72.78
2024-02-26,pit_entrance,-0.456,117.11,10.73,93.41,15.16,26.26,28.69,24.56,0.71,88.04
2024-02-27,pit_entrance,-0.456,117.11,0.73,90.81,23.58,26.17,28.69,24.12,0.68,62.99
2024-02-28,pit_entrance,-0.456,117.11,0.02,88.22,24.84,27.03,30.54,23.97,0.94,47.04
2024-02-29,pit_entrance,-0.456,117.11,0.06,88.16,25.2,27.41,30.85,24.42,0.83,60.07
2024-03-01,pit_entrance,-0.456,117.11,0.44,93.14,22.67,26.67,28.9,24.93,0.87,76.86
2024-03-02,pit_entrance,-0.456,117.11,1.46,93.03,21.66,26.72,29.45,24.7,0.76,84.85
2024-03-03,pit_entrance,-0.456,117.11,3.32,94.93,17.4,26.34,28.32,24.99,0.66,98.55
2024-03-04,pit_entrance,-0.456,117.11,9.25,96.27,18.02,25.95,27.8,24.42,0.7,85.34
2024-03-05,pit_entrance,-0.456,117.11,2.96,92.03,20.52,26.37,29.09,24.13,0.72,79.25
2024-03-06,pit_entrance,-0.456,117.11,3.77,93.45,22.8,26.29,28.79,24.19,0.67,84.9
2024-03-07,pit_entrance,-0.456,117.11,7.1,91.8,15.07,26.99,29.85,25.17,0.62,97.14
2024-03-08,pit_entrance,-0.456,117.11,2.7,94.25,19.28,26.38,28.72,24.85,0.77,95.51
2024-03-09,pit_entrance,-0.456,117.11,5.74,92.46,17.39,26.7,29.74,24.47,0.71,96.12
2024-03-10,pit_entrance,-0.456,117.11,3.81,92.75,8.34,25.72,27.79,24.28,0.52,99.58
2024-03-11,pit_entrance,-0.456,117.11,0.03,88.08,23.58,26.81,30.69,23.61,0.89,81.06
2024-03-12,pit_entrance,-0.456,117.11,1.67,88.27,22.5,27.02,30.78,23.76,0.83,84.01
2024-03-13,pit_entrance,-0.456,117.11,2.08,89.08,14.43,26.68,30.12,24.24,0.71,99.22
2024-03-14,pit_entrance,-0.456,117.11,0.12,88.07,21.09,26.84,29.67,24.18,0.68,98.13
2024-03-15,pit_entrance,-0.456,117.11,0.53,88.84,19.06,27.03,30.36,24.5,0.85,97.46
2024-03-16,pit_entrance,-0.456,117.11,0.13,90.63,24.37,26.33,29.36,24.06,0.65,62.33
2024-03-17,pit_entrance,-0.456,117.11,0.2,91.52,18.17,26.09,29.0,23.59,0.75,91.35
2024-03-18,pit_entrance,-0.456,117.11,5.02,90.62,23.97,26.67,29.99,23.97,0.78,69.27
2024-03-19,pit_entrance,-0.456,117.11,8.47,93.83,20.98,26.2,28.8,24.34,0.66,87.58
2024-03-20,pit_entrance,-0.456,117.11,3.86,91.32,21.15,26.59,30.05,24.03,0.78,76.31
2024-03-21,pit_entrance,-0.456,117.11,13.75,88.75,19.42,26.67,29.76,24.16,0.96,91.57
2024-03-22,pit_entrance,-0.456,117.11,4.5,90.71,23.77,26.3,29.46,23.9,0.75,71.07
2024-03-23,pit_entrance,-0.456,117.11,0.06,88.78,23.9,27.09,30.69,23.84,0.82,58.31
2024-03-24,pit_entrance,-0.456,117.11,0.12,88.93,24.74,27.29,30.61,24.63,0.96,61.93
2024-03-25,pit_entrance,-0.456,117.11,0.07,87.66,24.85,27.25,30.97,24.14,0.9,43.87
2024-03-26,pit_entrance,-0.456,117.11,5.41,90.83,23.57,26.76,30.59,23.35,0.83,56.68
2024-03-27,pit_entrance,-0.456,117.11,12.27,95.17,17.35,26.37,28.58,24.79,0.79,91.31
2024-03-28,pit_entrance,-0.456,117.11,32.19,92.74,10.94,26.47,28.5,25.06,0.55,99.33
2024-03-29,pit_entrance,-0.456,117.11,5.61,88.76,19.91,26.77,30.45,24.0,0.69,76.78
2024-03-30,pit_entrance,-0.456,117.11,0.33,88.77,23.65,27.03,30.75,23.75,0.78,49.6
2024-03-31,pit_entrance,-0.456,117.11,2.03,90.69,21.89,26.91,29.87,24.15,0.81,80.7
2024-04-01,pit_entrance,-0.456,117.11,4.9,92.62,18.61,26.62,29.06,24.81,0.7,93.19
2024-04-02,pit_entrance,-0.456,117.11,3.4,90.24,23.0,26.88,30.22,24.45,0.8,51.7
2024-04-03,pit_entrance,-0.456,117.11,0.0,87.61,24.31,26.87,30.65,23.3,0.78,60.26
2024-04-04,pit_entrance,-0.456,117.11,0.23,87.48,23.74,27.2,30.88,24.23,0.81,40.55
2024-04-05,pit_entrance,-0.456,117.11,0.08,88.85,22.77,26.99,30.76,23.44,0.86,58.14
2024-04-06,pit_entrance,-0.456,117.11,0.56,89.72,22.61,27.1,30.17,24.32,0.79,71.61
2024-04-07,pit_entrance,-0.456,117.11,0.34,93.0,19.26,26.16,28.3,24.8,0.79,90.37
2024-04-08,pit_entrance,-0.456,117.11,1.51,91.75,22.07,26.6,29.65,24.29,0.68,77.52
2024-04-09,pit_entrance,-0.456,117.11,5.0,93.8,18.03,26.51,28.87,24.54,0.64,89.46
2024-04-10,pit_entrance,-0.456,117.11,1.31,91.26,18.12,26.29,29.12,24.27,0.86,89.78
2024-04-11,pit_entrance,-0.456,117.11,0.07,87.28,22.95,26.64,30.31,22.82,0.91,73.14
2024-04-12,pit_entrance,-0.456,117.11,0.04,88.9,22.78,26.71,29.69,24.11,0.84,65.99
2024-04-13,pit_entrance,-0.456,117.11,0.7,87.31,22.98,26.97,30.58,23.82,0.91,68.67
2024-04-14,pit_entrance,-0.456,117.11,0.76,87.57,23.66,27.08,30.63,23.73,0.95,61.57
2024-04-15,pit_entrance,-0.456,117.11,0.25,86.42,22.39,26.95,30.27,24.35,0.7,73.41
2024-04-16,pit_entrance,-0.456,117.11,0.07,87.8,22.63,27.09,30.7,23.88,0.85,66.76
2024-04-17,pit_entrance,-0.456,117.11,0.52,84.92,23.82,27.28,30.91,23.92,0.81,51.03
2024-04-18,pit_entrance,-0.456,117.11,0.2,84.38,22.4,27.2,31.15,23.08,0.88,72.39
2024-04-19,pit_entrance,-0.456,117.11,0.04,87.11,22.7,27.37,31.19,23.73,0.81,63.68
2024-04-20,pit_entrance,-0.456,117.11,1.04,88.76,22.54,27.53,31.19,24.08,0.75,72.32
2024-04-21,pit_entrance,-0.456,117.11,0.44,88.17,21.39,27.79,31.19,25.0,0.78,80.71
2024-04-22,pit_entrance,-0.456,117.11,2.39,87.39,21.12,27.61,30.78,25.04,0.58,84.08
2024-04-23,pit_entrance,-0.456,117.11,2.28,90.81,20.64,27.41,30.34,25.14,0.8,85.27
2024-04-24,pit_entrance,-0.456,117.11,4.68,91.1,12.84,27.27,30.2,24.29,0.72,98.93
2024-04-25,pit_entrance,-0.456,117.11,1.12,91.54,21.35,26.96,30.27,24.62,0.74,61.86
2024-04-26,pit_entrance,-0.456,117.11,3.24,90.62,22.15,27.25,30.84,24.14,0.92,64.17
2024-04-27,pit_entrance,-0.456,117.11,6.03,95.27,17.11,26.63,29.07,24.45,0.85,97.78
2024-04-28,pit_entrance,-0.456,117.11,19.34,96.67,13.61,26.46,28.39,24.73,0.86,95.7
2024-04-29,pit_entrance,-0.456,117.11,22.0,94.58,5.15,26.64,29.29,24.98,0.59,95.86
2024-04-30,pit_entrance,-0.456,117.11,2.14,94.06,18.15,26.38,29.12,24.32,0.65,94.72
2024-05-01,pit_entrance,-0.456,117.11,2.29,91.62,20.47,26.89,29.33,24.56,0.77,84.45
2024-05-02,pit_entrance,-0.456,117.11,5.31,91.44,18.8,27.23,29.62,24.55,0.47,88.82
2024-05-03,pit_entrance,-0.456,117.11,29.34,96.41,3.07,26.28,27.65,24.87,0.68,98.84
2024-05-04,pit_entrance,-0.456,117.11,12.65,93.77,19.29,26.48,29.01,24.16,0.53,85.62
2024-05-05,pit_entrance,-0.456,117.11,14.92,95.49,12.19,26.07,28.01,24.3,0.7,98.84
2024-05-06,pit_entrance,-0.456,117.11,13.64,95.42,14.04,25.87,28.19,24.12,0.65,92.79
2024-05-07,pit_entrance,-0.456,117.11,5.43,90.89,19.97,26.91,30.17,24.22,0.61,78.38
2024-05-08,pit_entrance,-0.456,117.11,30.87,92.65,9.4,26.93,30.19,24.46,0.52,98.5
2024-05-09,pit_entrance,-0.456,117.11,6.88,91.07,11.45,27.21,30.35,25.26,0.59,99.03
2024-05-10,pit_entrance,-0.456,117.11,0.92,88.66,22.23,27.2,30.96,23.78,0.52,54.82
2024-05-11,pit_entrance,-0.456,117.11,15.02,92.12,17.98,27.21,30.44,24.65,0.77,86.33
2024-05-12,pit_entrance,-0.456,117.11,15.62,94.9,10.42,26.7,28.85,24.6,0.75,92.97
2024-05-13,pit_entrance,-0.456,117.11,3.41,92.21,20.28,27.06,30.44,24.04,0.7,53.98
